session_id,user_id,session_start,session_duration_min
S24568,U2542,07-10-2025,9
S24569,U2542,05-03-2025,19
S24570,U2542,16-11-2025,18
S24571,U2543,06-03-2025,4
S24572,U2543,01-04-2025,9
S24573,U2543,08-09-2025,14
S24574,U2543,02-12-2025,10
S24575,U2543,16-10-2025,7
S24576,U2543,24-05-2025,7
S24577,U2543,08-04-2025,7
S24578,U2543,22-07-2025,14
S24579,U2543,14-08-2025,5
S24580,U2543,03-12-2025,3
S24581,U2543,10-04-2025,3
S24582,U2543,07-01-2025,8
S24583,U2544,20-04-2025,9
S24584,U2544,16-11-2025,19
S24585,U2544,01-07-2025,7
S24586,U2544,04-08-2025,13
S24587,U2544,17-04-2025,4
S24588,U2545,14-06-2025,8
S24589,U2545,30-10-2025,19
S24590,U2545,01-02-2025,9
S24591,U2545,09-10-2025,11
S24592,U2545,16-09-2025,11
S24593,U2545,09-03-2025,15
S24594,U2545,15-07-2025,6
S24595,U2545,04-05-2025,10
S24596,U2545,09-03-2025,13
S24597,U2545,16-01-2025,20
S24598,U2545,11-07-2025,9
S24599,U2545,17-06-2025,4
S24600,U2546,25-03-2025,10
S24601,U2546,10-06-2025,6
S24602,U2546,19-08-2025,12
S24603,U2546,20-09-2025,5
S24604,U2546,06-12-2025,10
S24605,U2547,12-06-2025,11
S24606,U2547,02-10-2025,7
S24607,U2547,05-07-2025,5
S24608,U2547,22-06-2025,7
S24609,U2547,20-06-2025,8
S24610,U2547,14-08-2025,12
S24611,U2547,02-07-2025,13
S24612,U2547,05-03-2025,7
S24613,U2547,25-03-2025,12
S24614,U2548,24-08-2025,14
S24615,U2548,03-07-2025,14
S24616,U2548,19-07-2025,3
S24617,U2548,06-01-2025,14
S24618,U2548,15-01-2025,20
S24619,U2548,01-11-2025,19
S24620,U2548,12-09-2025,7
S24621,U2548,05-07-2025,9
S24622,U2548,09-03-2025,18
S24623,U2548,02-10-2025,16
S24624,U2549,21-09-2025,11
S24625,U2549,17-11-2025,11
S24626,U2549,10-06-2025,3
S24627,U2549,15-11-2025,12
S24628,U2549,28-10-2025,6
S24629,U2549,23-02-2025,11
S24630,U2549,12-04-2025,5
S24631,U2550,24-05-2025,7
S24632,U2550,02-05-2025,8
S24633,U2550,03-06-2025,18
S24634,U2550,08-08-2025,4
S24635,U2550,21-06-2025,12
S24636,U2550,10-01-2025,12
S24637,U2550,24-03-2025,8
S24638,U2550,27-11-2025,6
S24639,U2550,09-02-2025,11
S24640,U2550,20-10-2025,6
S24641,U2550,22-12-2025,9
S24642,U2550,14-08-2025,6
S24643,U2551,26-01-2025,12
S24644,U2551,26-01-2025,6
S24645,U2551,19-11-2025,10
S24646,U2551,07-10-2025,13
S24647,U2551,01-01-2025,20
S24648,U2551,05-08-2025,3
S24649,U2551,14-12-2025,9
S24650,U2551,08-02-2025,11
S24651,U2551,10-05-2025,6
S24652,U2551,18-05-2025,19
S24653,U2551,15-10-2025,10
S24654,U2551,04-04-2025,4
S24655,U2551,30-06-2025,11
S24656,U2552,23-02-2025,7
S24657,U2552,06-04-2025,19
S24658,U2552,17-03-2025,7
S24659,U2552,08-02-2025,5
S24660,U2552,22-05-2025,7
S24661,U2552,13-06-2025,8
S24662,U2553,24-01-2025,3
S24663,U2553,13-04-2025,4
S24664,U2553,10-07-2025,11
S24665,U2553,18-07-2025,14
S24666,U2553,22-10-2025,8
S24667,U2553,30-11-2025,7
S24668,U2553,15-01-2025,5
S24669,U2553,06-06-2025,5
S24670,U2553,14-09-2025,8
S24671,U2553,21-01-2025,11
S24672,U2553,09-04-2025,7
S24673,U2554,12-10-2025,19
S24674,U2554,05-09-2025,6
S24675,U2554,10-08-2025,18
S24676,U2554,09-11-2025,11
S24677,U2554,17-01-2025,10
S24678,U2555,03-09-2025,11
S24679,U2555,31-05-2025,9
S24680,U2555,13-09-2025,8
S24681,U2555,03-12-2025,10
S24682,U2555,28-10-2025,13
S24683,U2556,11-06-2025,5
S24684,U2556,15-11-2025,17
S24685,U2556,26-01-2025,8
S24686,U2556,22-12-2025,5
S24687,U2556,19-07-2025,8
S24688,U2556,09-03-2025,8
S24689,U2556,03-09-2025,7
S24690,U2556,10-12-2025,17
S24691,U2556,15-02-2025,19
S24692,U2556,08-07-2025,7
S24693,U2556,19-05-2025,11
S24694,U2556,01-02-2025,15
S24695,U2556,01-05-2025,11
S24696,U2556,13-05-2025,8
S24697,U2557,04-04-2025,16
S24698,U2557,23-08-2025,8
S24699,U2557,09-09-2025,16
S24700,U2557,02-08-2025,13
S24701,U2557,10-06-2025,11
S24702,U2557,29-11-2025,7
S24703,U2557,23-08-2025,16
S24704,U2557,14-07-2025,17
S24705,U2557,10-02-2025,10
S24706,U2557,01-08-2025,11
S24707,U2557,06-02-2025,9
S24708,U2557,22-11-2025,10
S24709,U2557,16-01-2025,20
S24710,U2558,14-07-2025,16
S24711,U2558,21-11-2025,4
S24712,U2558,12-03-2025,4
S24713,U2558,21-04-2025,6
S24714,U2558,05-07-2025,9
S24715,U2558,03-09-2025,10
S24716,U2558,08-03-2025,6
S24717,U2558,18-01-2025,11
S24718,U2558,18-04-2025,4
S24719,U2558,14-01-2025,9
S24720,U2558,02-05-2025,19
S24721,U2558,01-08-2025,18
S24722,U2559,13-10-2025,16
S24723,U2559,06-06-2025,13
S24724,U2559,20-07-2025,19
S24725,U2559,09-10-2025,15
S24726,U2560,25-03-2025,9
S24727,U2560,12-10-2025,7
S24728,U2560,24-02-2025,19
S24729,U2560,10-03-2025,10
S24730,U2560,11-04-2025,14
S24731,U2560,15-07-2025,20
S24732,U2560,12-01-2025,17
S24733,U2560,11-01-2025,7
S24734,U2560,20-06-2025,19
S24735,U2560,06-10-2025,9
S24736,U2560,11-12-2025,7
S24737,U2560,06-07-2025,4
S24738,U2560,01-07-2025,4
S24739,U2561,03-02-2025,12
S24740,U2561,11-04-2025,7
S24741,U2561,14-12-2025,8
S24742,U2561,07-01-2025,12
S24743,U2561,12-06-2025,5
S24744,U2561,17-08-2025,6
S24745,U2561,23-01-2025,12
S24746,U2562,12-09-2025,7
S24747,U2562,10-11-2025,10
S24748,U2562,01-04-2025,9
S24749,U2562,07-04-2025,5
S24750,U2562,16-05-2025,8
S24751,U2562,22-08-2025,14
S24752,U2562,24-03-2025,8
S24753,U2562,02-12-2025,15
S24754,U2562,27-11-2025,11
S24755,U2562,03-02-2025,8
S24756,U2562,07-04-2025,9
S24757,U2563,15-02-2025,9
S24758,U2563,15-04-2025,11
S24759,U2563,01-01-2025,6
S24760,U2563,30-08-2025,17
S24761,U2563,15-10-2025,8
S24762,U2563,05-06-2025,7
S24763,U2563,03-01-2025,4
S24764,U2564,15-10-2025,7
S24765,U2564,14-01-2025,10
S24766,U2564,08-10-2025,13
S24767,U2564,03-11-2025,20
S24768,U2564,16-08-2025,9
S24769,U2564,14-02-2025,7
S24770,U2564,15-05-2025,14
S24771,U2564,19-02-2025,8
S24772,U2564,13-03-2025,7
S24773,U2565,05-10-2025,3
S24774,U2565,17-09-2025,7
S24775,U2565,19-04-2025,16
S24776,U2565,08-08-2025,12
S24777,U2565,02-12-2025,19
S24778,U2565,06-04-2025,14
S24779,U2565,23-02-2025,4
S24780,U2565,24-01-2025,8
S24781,U2565,11-04-2025,8
S24782,U2566,16-05-2025,11
S24783,U2566,01-08-2025,15
S24784,U2566,16-09-2025,5
S24785,U2566,07-05-2025,6
S24786,U2566,12-05-2025,11
S24787,U2566,07-09-2025,4
S24788,U2566,31-01-2025,13
S24789,U2566,09-12-2025,14
S24790,U2566,24-03-2025,16
S24791,U2566,08-09-2025,5
S24792,U2566,08-07-2025,19
S24793,U2566,09-02-2025,3
S24794,U2566,14-08-2025,9
S24795,U2566,25-05-2025,15
S24796,U2566,22-04-2025,16
S24797,U2567,04-01-2025,6
S24798,U2567,05-12-2025,11
S24799,U2567,06-03-2025,6
S24800,U2567,01-01-2025,10
S24801,U2567,10-07-2025,10
S24802,U2567,22-07-2025,9
S24803,U2567,17-12-2025,11
S24804,U2567,04-05-2025,5
S24805,U2567,25-04-2025,5
S24806,U2568,22-06-2025,13
S24807,U2568,19-12-2025,12
S24808,U2568,05-12-2025,20
S24809,U2568,05-01-2025,20
S24810,U2568,04-10-2025,5
S24811,U2568,25-06-2025,10
S24812,U2568,08-04-2025,8
S24813,U2568,14-07-2025,12
S24814,U2568,15-05-2025,10
S24815,U2568,21-03-2025,10
S24816,U2568,30-10-2025,15
S24817,U2568,20-11-2025,12
S24818,U2568,07-05-2025,12
S24819,U2569,07-05-2025,3
S24820,U2569,23-04-2025,11
S24821,U2569,13-12-2025,12
S24822,U2569,05-05-2025,10
S24823,U2569,02-01-2025,6
S24824,U2569,12-02-2025,14
S24825,U2569,20-07-2025,9
S24826,U2569,18-08-2025,7
S24827,U2569,13-09-2025,8
S24828,U2570,03-11-2025,6
S24829,U2570,28-10-2025,14
S24830,U2570,09-05-2025,9
S24831,U2570,22-12-2025,16
S24832,U2570,15-08-2025,4
S24833,U2571,11-02-2025,12
S24834,U2571,07-10-2025,7
S24835,U2571,16-09-2025,20
S24836,U2571,31-07-2025,4
S24837,U2571,16-02-2025,12
S24838,U2571,23-02-2025,5
S24839,U2572,21-01-2025,9
S24840,U2572,05-03-2025,12
S24841,U2572,13-11-2025,12
S24842,U2572,10-07-2025,9
S24843,U2572,13-02-2025,8
S24844,U2572,12-05-2025,4
S24845,U2572,22-02-2025,13
S24846,U2572,31-05-2025,12
S24847,U2572,04-05-2025,12
S24848,U2572,26-01-2025,16
S24849,U2573,03-04-2025,12
S24850,U2573,01-06-2025,12
S24851,U2573,06-07-2025,17
S24852,U2573,18-09-2025,11
S24853,U2573,14-09-2025,8
S24854,U2573,22-06-2025,20
S24855,U2573,31-10-2025,11
S24856,U2573,12-10-2025,4
S24857,U2573,24-02-2025,18
S24858,U2573,01-10-2025,5
S24859,U2573,03-06-2025,20
S24860,U2573,02-01-2025,19
S24861,U2574,15-04-2025,13
S24862,U2574,13-03-2025,14
S24863,U2574,12-01-2025,6
S24864,U2574,15-07-2025,10
S24865,U2574,02-06-2025,12
S24866,U2574,08-05-2025,18
S24867,U2574,14-08-2025,10
S24868,U2574,24-05-2025,7
S24869,U2574,10-09-2025,4
S24870,U2575,05-06-2025,6
S24871,U2575,10-01-2025,10
S24872,U2575,17-06-2025,12
S24873,U2575,21-05-2025,9
S24874,U2575,06-12-2025,18
S24875,U2576,07-04-2025,6
S24876,U2576,11-04-2025,19
S24877,U2576,13-10-2025,12
S24878,U2576,06-12-2025,17
S24879,U2576,02-06-2025,4
S24880,U2576,20-06-2025,11
S24881,U2576,09-01-2025,12
S24882,U2576,17-07-2025,3
S24883,U2576,02-04-2025,3
S24884,U2577,24-04-2025,9
S24885,U2577,10-12-2025,16
S24886,U2577,22-05-2025,7
S24887,U2577,05-01-2025,4
S24888,U2577,22-01-2025,9
S24889,U2578,09-05-2025,5
S24890,U2578,15-01-2025,11
S24891,U2578,26-01-2025,13
S24892,U2578,17-01-2025,16
S24893,U2579,08-04-2025,9
S24894,U2579,17-03-2025,10
S24895,U2579,09-11-2025,20
S24896,U2579,08-07-2025,3
S24897,U2579,11-05-2025,10
S24898,U2579,07-11-2025,14
S24899,U2579,03-04-2025,18
S24900,U2579,16-12-2025,9
S24901,U2580,14-11-2025,12
S24902,U2580,21-02-2025,17
S24903,U2580,22-11-2025,9
S24904,U2580,20-06-2025,11
S24905,U2580,04-06-2025,7
S24906,U2580,10-04-2025,9
S24907,U2580,16-08-2025,11
S24908,U2580,17-12-2025,4
S24909,U2580,03-02-2025,13
S24910,U2580,13-09-2025,8
S24911,U2580,22-06-2025,11
S24912,U2580,03-03-2025,3
S24913,U2580,12-02-2025,15
S24914,U2580,04-02-2025,3
S24915,U2581,08-02-2025,4
S24916,U2581,01-02-2025,4
S24917,U2581,08-01-2025,7
S24918,U2581,18-03-2025,7
S24919,U2581,07-09-2025,18
S24920,U2581,25-07-2025,10
S24921,U2581,24-07-2025,3
S24922,U2581,24-01-2025,4
S24923,U2581,30-11-2025,17
S24924,U2582,09-07-2025,7
S24925,U2582,18-01-2025,13
S24926,U2582,21-10-2025,20
S24927,U2582,10-10-2025,5
S24928,U2582,06-07-2025,17
S24929,U2583,02-01-2025,9
S24930,U2583,18-03-2025,8
S24931,U2583,29-10-2025,19
S24932,U2583,11-06-2025,10
S24933,U2583,09-06-2025,10
S24934,U2584,16-01-2025,12
S24935,U2584,29-08-2025,11
S24936,U2584,22-05-2025,8
S24937,U2584,03-03-2025,16
S24938,U2585,08-02-2025,8
S24939,U2585,08-01-2025,12
S24940,U2585,18-03-2025,9
S24941,U2585,11-04-2025,7
S24942,U2585,23-01-2025,9
S24943,U2585,18-01-2025,14
S24944,U2586,24-06-2025,9
S24945,U2586,16-09-2025,6
S24946,U2586,22-10-2025,9
S24947,U2586,26-04-2025,12
S24948,U2587,02-07-2025,9
S24949,U2587,24-08-2025,8
S24950,U2587,09-10-2025,8
S24951,U2587,03-12-2025,9
S24952,U2587,08-04-2025,5
S24953,U2587,22-12-2025,7
S24954,U2587,14-07-2025,6
S24955,U2587,16-10-2025,11
S24956,U2587,20-07-2025,17
S24957,U2587,22-03-2025,6
S24958,U2587,08-01-2025,6
S24959,U2588,16-03-2025,8
S24960,U2588,20-09-2025,16
S24961,U2588,31-08-2025,12
S24962,U2588,16-05-2025,9
S24963,U2588,11-03-2025,12
S24964,U2588,10-08-2025,9
S24965,U2588,30-10-2025,12
S24966,U2588,13-08-2025,15
S24967,U2588,10-10-2025,4
S24968,U2588,13-01-2025,6
S24969,U2589,07-07-2025,18
S24970,U2589,08-10-2025,3
S24971,U2589,21-08-2025,12
S24972,U2589,13-06-2025,5
S24973,U2589,10-09-2025,6
S24974,U2589,28-10-2025,9
S24975,U2589,23-06-2025,6
S24976,U2590,22-03-2025,12
S24977,U2590,16-04-2025,6
S24978,U2590,24-05-2025,9
S24979,U2590,20-06-2025,3
S24980,U2591,07-04-2025,7
S24981,U2591,13-06-2025,10
S24982,U2591,09-04-2025,5
S24983,U2591,20-01-2025,12
S24984,U2591,15-03-2025,3
S24985,U2591,03-08-2025,7
S24986,U2591,07-11-2025,8
S24987,U2592,11-04-2025,12
S24988,U2592,10-12-2025,11
S24989,U2592,02-12-2025,9
S24990,U2592,23-01-2025,12
S24991,U2592,09-06-2025,9
S24992,U2592,08-11-2025,18
S24993,U2592,04-05-2025,11
S24994,U2592,15-11-2025,18
S24995,U2592,10-02-2025,10
S24996,U2592,30-06-2025,13
S24997,U2592,03-06-2025,19
S24998,U2593,20-05-2025,4
S24999,U2593,03-12-2025,15
S25000,U2593,17-07-2025,11
S25001,U2593,01-12-2025,5
S25002,U2594,05-11-2025,7
S25003,U2594,13-09-2025,9
S25004,U2594,11-01-2025,4
S25005,U2594,30-10-2025,8
S25006,U2594,21-04-2025,6
S25007,U2594,20-11-2025,9
S25008,U2594,25-04-2025,10
S25009,U2594,24-03-2025,8
S25010,U2594,13-04-2025,15
S25011,U2594,08-09-2025,8
S25012,U2594,20-01-2025,17
S25013,U2595,16-04-2025,17
S25014,U2595,23-01-2025,7
S25015,U2595,23-08-2025,3
S25016,U2595,22-12-2025,17
S25017,U2595,06-12-2025,13
S25018,U2595,06-08-2025,16
S25019,U2595,12-10-2025,7
S25020,U2595,28-09-2025,12
S25021,U2595,19-12-2025,19
S25022,U2595,07-05-2025,6
S25023,U2595,20-07-2025,17
S25024,U2595,19-02-2025,6
S25025,U2595,11-09-2025,6
S25026,U2596,22-03-2025,9
S25027,U2596,21-05-2025,5
S25028,U2596,01-11-2025,10
S25029,U2596,17-12-2025,14
S25030,U2596,13-09-2025,18
S25031,U2597,31-07-2025,4
S25032,U2597,08-07-2025,19
S25033,U2597,04-03-2025,11
S25034,U2597,20-11-2025,11
S25035,U2597,17-06-2025,5
S25036,U2597,24-02-2025,9
S25037,U2597,29-08-2025,7
S25038,U2597,14-08-2025,17
S25039,U2597,01-06-2025,12
S25040,U2597,06-06-2025,3
S25041,U2598,22-02-2025,17
S25042,U2598,10-11-2025,3
S25043,U2598,03-01-2025,11
S25044,U2598,18-01-2025,10
S25045,U2598,27-03-2025,15
S25046,U2598,09-09-2025,17
S25047,U2598,17-02-2025,11
S25048,U2599,07-05-2025,7
S25049,U2599,16-01-2025,20
S25050,U2599,11-01-2025,8
S25051,U2599,20-07-2025,19
S25052,U2599,06-06-2025,17
S25053,U2599,18-10-2025,16
S25054,U2599,09-06-2025,6
S25055,U2599,21-08-2025,7
S25056,U2599,21-06-2025,4
S25057,U2599,18-12-2025,12
S25058,U2599,13-08-2025,20
S25059,U2599,09-01-2025,5
S25060,U2600,09-09-2025,8
S25061,U2600,03-04-2025,12
S25062,U2600,05-07-2025,11
S25063,U2600,06-11-2025,12
S25064,U2600,24-02-2025,10
S25065,U2600,22-04-2025,8
S25066,U2601,15-12-2025,12
S25067,U2601,12-09-2025,5
S25068,U2601,16-11-2025,8
S25069,U2601,18-09-2025,6
S25070,U2601,11-07-2025,5
S25071,U2602,12-05-2025,12
S25072,U2602,23-03-2025,9
S25073,U2602,22-08-2025,9
S25074,U2602,24-08-2025,17
S25075,U2602,04-05-2025,7
S25076,U2602,30-06-2025,11
S25077,U2602,26-04-2025,12
S25078,U2602,02-10-2025,10
S25079,U2602,04-08-2025,20
S25080,U2602,30-09-2025,10
S25081,U2602,08-12-2025,4
S25082,U2602,22-06-2025,4
S25083,U2602,12-01-2025,8
S25084,U2603,20-07-2025,7
S25085,U2603,14-07-2025,11
S25086,U2603,04-10-2025,12
S25087,U2603,14-08-2025,3
S25088,U2603,02-09-2025,11
S25089,U2604,10-05-2025,12
S25090,U2604,13-01-2025,10
S25091,U2604,04-05-2025,7
S25092,U2604,25-06-2025,4
S25093,U2605,09-04-2025,8
S25094,U2605,08-08-2025,5
S25095,U2605,08-03-2025,8
S25096,U2605,12-03-2025,10
S25097,U2605,09-04-2025,12
S25098,U2605,05-11-2025,20
S25099,U2605,15-01-2025,8
S25100,U2606,19-11-2025,8
S25101,U2606,08-12-2025,15
S25102,U2606,16-08-2025,16
S25103,U2606,01-04-2025,12
S25104,U2606,08-10-2025,12
S25105,U2606,20-06-2025,13
S25106,U2606,30-09-2025,12
S25107,U2606,10-06-2025,8
S25108,U2606,02-03-2025,6
S25109,U2606,10-09-2025,16
S25110,U2606,10-01-2025,3
S25111,U2606,22-02-2025,13
S25112,U2606,31-08-2025,17
S25113,U2606,23-03-2025,8
S25114,U2607,20-05-2025,15
S25115,U2607,17-05-2025,11
S25116,U2607,13-08-2025,4
S25117,U2607,17-07-2025,7
S25118,U2607,03-01-2025,20
S25119,U2607,06-05-2025,7
S25120,U2607,14-02-2025,3
S25121,U2607,11-11-2025,11
S25122,U2608,05-05-2025,11
S25123,U2608,17-09-2025,16
S25124,U2608,13-07-2025,5
S25125,U2608,26-01-2025,13
S25126,U2608,01-06-2025,12
S25127,U2608,12-02-2025,11
S25128,U2609,23-07-2025,4
S25129,U2609,04-01-2025,5
S25130,U2609,04-11-2025,11
S25131,U2609,23-03-2025,8
S25132,U2609,30-08-2025,6
S25133,U2609,02-12-2025,20
S25134,U2609,15-02-2025,10
S25135,U2609,24-03-2025,10
S25136,U2609,30-10-2025,7
S25137,U2609,17-09-2025,9
S25138,U2609,16-07-2025,10
S25139,U2609,13-07-2025,3
S25140,U2609,17-04-2025,12
S25141,U2610,20-01-2025,9
S25142,U2610,06-03-2025,5
S25143,U2610,12-05-2025,12
S25144,U2610,01-11-2025,3
S25145,U2610,21-02-2025,18
S25146,U2610,10-12-2025,16
S25147,U2611,07-06-2025,4
S25148,U2611,26-04-2025,20
S25149,U2611,15-05-2025,14
S25150,U2611,11-03-2025,6
S25151,U2611,07-03-2025,8
S25152,U2611,14-06-2025,16
S25153,U2611,13-10-2025,6
S25154,U2611,25-04-2025,8
S25155,U2611,24-07-2025,4
S25156,U2612,10-05-2025,11
S25157,U2612,10-06-2025,8
S25158,U2612,29-11-2025,5
S25159,U2612,02-04-2025,17
S25160,U2613,09-09-2025,9
S25161,U2613,02-06-2025,19
S25162,U2613,21-06-2025,12
S25163,U2613,06-09-2025,7
S25164,U2613,05-05-2025,10
S25165,U2613,20-10-2025,11
S25166,U2614,20-12-2025,5
S25167,U2614,24-02-2025,4
S25168,U2614,17-03-2025,8
S25169,U2614,18-01-2025,19
S25170,U2614,17-10-2025,7
S25171,U2614,03-04-2025,4
S25172,U2614,19-12-2025,11
S25173,U2614,30-06-2025,3
S25174,U2614,03-05-2025,19
S25175,U2614,07-05-2025,7
S25176,U2614,06-07-2025,12
S25177,U2615,03-11-2025,8
S25178,U2615,31-05-2025,5
S25179,U2615,05-05-2025,3
S25180,U2615,05-08-2025,15
S25181,U2615,16-09-2025,3
S25182,U2615,19-01-2025,7
S25183,U2615,05-04-2025,9
S25184,U2615,16-02-2025,6
S25185,U2616,05-11-2025,7
S25186,U2616,21-05-2025,5
S25187,U2616,23-07-2025,9
S25188,U2616,07-09-2025,10
S25189,U2616,02-03-2025,9
S25190,U2616,11-07-2025,14
S25191,U2616,15-01-2025,5
S25192,U2616,22-02-2025,8
S25193,U2616,20-12-2025,5
S25194,U2616,02-03-2025,3
S25195,U2616,18-10-2025,9
S25196,U2617,17-08-2025,13
S25197,U2617,23-08-2025,8
S25198,U2617,09-08-2025,7
S25199,U2617,13-12-2025,7
S25200,U2617,18-01-2025,8
S25201,U2617,07-05-2025,19
S25202,U2617,22-03-2025,17
S25203,U2617,14-09-2025,12
S25204,U2617,13-02-2025,5
S25205,U2618,06-12-2025,5
S25206,U2618,26-04-2025,16
S25207,U2618,11-09-2025,12
S25208,U2618,14-06-2025,8
S25209,U2619,18-06-2025,7
S25210,U2619,10-01-2025,16
S25211,U2619,05-07-2025,7
S25212,U2619,07-01-2025,9
S25213,U2619,12-11-2025,9
S25214,U2619,22-01-2025,8
S25215,U2619,21-05-2025,3
S25216,U2619,03-10-2025,3
S25217,U2619,31-08-2025,3
S25218,U2619,19-11-2025,20
S25219,U2619,22-06-2025,18
S25220,U2619,04-05-2025,3
S25221,U2620,09-09-2025,10
S25222,U2620,19-06-2025,11
S25223,U2620,16-03-2025,19
S25224,U2620,12-12-2025,11
S25225,U2620,04-07-2025,15
S25226,U2620,14-10-2025,10
S25227,U2620,10-02-2025,12
S25228,U2620,21-03-2025,11
S25229,U2620,14-07-2025,4
S25230,U2621,10-10-2025,10
S25231,U2621,18-03-2025,3
S25232,U2621,13-03-2025,9
S25233,U2621,06-05-2025,11
S25234,U2621,24-06-2025,6
S25235,U2622,18-11-2025,8
S25236,U2622,09-05-2025,6
S25237,U2622,15-11-2025,7
S25238,U2622,31-10-2025,9
S25239,U2623,11-08-2025,20
S25240,U2623,17-10-2025,12
S25241,U2623,06-08-2025,6
S25242,U2623,30-06-2025,12
S25243,U2623,17-07-2025,10
S25244,U2623,09-11-2025,18
S25245,U2623,22-01-2025,5
S25246,U2623,13-06-2025,12
S25247,U2623,30-06-2025,9
S25248,U2623,04-02-2025,6
S25249,U2623,01-11-2025,18
S25250,U2623,10-08-2025,16
S25251,U2623,10-10-2025,8
S25252,U2623,06-05-2025,4
S25253,U2623,28-11-2025,10
S25254,U2624,31-01-2025,13
S25255,U2624,06-08-2025,16
S25256,U2624,20-12-2025,6
S25257,U2624,04-05-2025,3
S25258,U2624,08-01-2025,6
S25259,U2624,22-02-2025,9
S25260,U2625,08-11-2025,6
S25261,U2625,15-09-2025,8
S25262,U2625,09-03-2025,8
S25263,U2625,11-01-2025,13
S25264,U2625,03-04-2025,7
S25265,U2625,09-12-2025,11
S25266,U2625,07-03-2025,15
S25267,U2625,10-11-2025,10
S25268,U2625,19-02-2025,5
S25269,U2625,09-01-2025,9
S25270,U2626,05-03-2025,7
S25271,U2626,19-12-2025,11
S25272,U2626,19-02-2025,12
S25273,U2626,06-10-2025,18
S25274,U2626,14-06-2025,10
S25275,U2626,21-05-2025,11
S25276,U2627,30-09-2025,9
S25277,U2627,20-03-2025,5
S25278,U2627,12-10-2025,18
S25279,U2627,01-07-2025,3
S25280,U2627,04-03-2025,4
S25281,U2627,15-01-2025,8
S25282,U2627,03-12-2025,14
S25283,U2627,22-01-2025,9
S25284,U2628,07-04-2025,3
S25285,U2628,07-07-2025,9
S25286,U2628,30-07-2025,12
S25287,U2628,14-01-2025,3
S25288,U2628,09-04-2025,10
S25289,U2628,13-06-2025,17
S25290,U2628,23-02-2025,11
S25291,U2628,12-05-2025,4
S25292,U2628,28-11-2025,20
S25293,U2628,28-09-2025,10
S25294,U2628,25-06-2025,12
S25295,U2628,17-12-2025,9
S25296,U2629,08-11-2025,19
S25297,U2629,21-06-2025,20
S25298,U2629,01-05-2025,8
S25299,U2629,15-05-2025,4
S25300,U2629,05-08-2025,16
S25301,U2629,04-01-2025,7
S25302,U2629,20-08-2025,19
S25303,U2629,05-10-2025,4
S25304,U2629,10-07-2025,9
S25305,U2629,21-07-2025,14
S25306,U2629,17-06-2025,3
S25307,U2630,03-04-2025,8
S25308,U2630,18-12-2025,12
S25309,U2630,02-11-2025,9
S25310,U2630,03-06-2025,5
S25311,U2630,20-03-2025,19
S25312,U2630,29-09-2025,13
S25313,U2630,21-05-2025,7
S25314,U2630,10-08-2025,10
S25315,U2630,19-07-2025,9
S25316,U2630,20-05-2025,5
S25317,U2630,13-02-2025,9
S25318,U2631,01-10-2025,15
S25319,U2631,05-09-2025,12
S25320,U2631,01-05-2025,18
S25321,U2631,08-01-2025,7
S25322,U2631,03-09-2025,11
S25323,U2631,12-03-2025,15
S25324,U2631,09-12-2025,12
S25325,U2631,08-07-2025,10
S25326,U2631,16-01-2025,13
S25327,U2631,18-01-2025,18
S25328,U2632,21-02-2025,7
S25329,U2632,23-03-2025,3
S25330,U2632,27-03-2025,7
S25331,U2632,12-03-2025,11
S25332,U2632,22-05-2025,6
S25333,U2632,16-05-2025,5
S25334,U2632,28-10-2025,20
S25335,U2632,01-05-2025,4
S25336,U2632,01-10-2025,7
S25337,U2632,17-07-2025,4
S25338,U2632,22-01-2025,7
S25339,U2632,11-12-2025,13
S25340,U2632,02-09-2025,12
S25341,U2633,09-02-2025,10
S25342,U2633,05-05-2025,11
S25343,U2633,07-06-2025,7
S25344,U2633,18-03-2025,10
S25345,U2633,12-12-2025,9
S25346,U2633,19-10-2025,12
S25347,U2633,16-11-2025,11
S25348,U2633,20-02-2025,10
S25349,U2633,03-08-2025,20
S25350,U2633,24-01-2025,10
S25351,U2633,14-10-2025,18
S25352,U2633,18-05-2025,4
S25353,U2633,13-07-2025,4
S25354,U2633,05-10-2025,9
S25355,U2634,01-09-2025,11
S25356,U2634,29-10-2025,6
S25357,U2634,02-09-2025,7
S25358,U2634,02-10-2025,19
S25359,U2634,16-11-2025,9
S25360,U2634,09-10-2025,13
S25361,U2634,01-10-2025,20
S25362,U2634,08-05-2025,5
S25363,U2634,06-09-2025,19
S25364,U2634,14-01-2025,11
S25365,U2634,13-02-2025,8
S25366,U2634,22-11-2025,17
S25367,U2635,05-06-2025,9
S25368,U2635,13-07-2025,8
S25369,U2635,10-12-2025,5
S25370,U2635,04-09-2025,10
S25371,U2635,09-06-2025,18
S25372,U2635,07-10-2025,20
S25373,U2635,06-03-2025,9
S25374,U2635,11-04-2025,7
S25375,U2635,18-12-2025,17
S25376,U2635,09-05-2025,3
S25377,U2635,18-07-2025,6
S25378,U2635,07-05-2025,17
S25379,U2635,19-06-2025,6
S25380,U2635,27-03-2025,15
S25381,U2635,07-06-2025,13
S25382,U2636,10-07-2025,20
S25383,U2636,06-07-2025,8
S25384,U2636,12-09-2025,6
S25385,U2636,07-05-2025,11
S25386,U2636,09-07-2025,10
S25387,U2636,06-08-2025,7
S25388,U2636,08-06-2025,5
S25389,U2636,13-12-2025,12
